0,0,0
6.53747e-06,-0.00011967,7.81643e-05
-0.00129383,-6.59889e-05,0.000412072
-0.000963522,0.00287459,0.00138216
-0.00189406,0.0067746,0.00255548
-0.00224752,0.0113159,0.00397063
-0.00237145,0.0169569,0.00587081
-0.00212975,0.0236439,0.0077782
-0.00101592,0.0309958,0.0101385
0.000548813,0.0405126,0.0125412
0.00235058,0.0509215,0.0151028
0.00555706,0.061996,0.0180356
0.00980554,0.0758341,0.0225385
0.0148899,0.0891838,0.0271961
0.0195228,0.104146,0.0305938
0.0237137,0.121105,0.0360325
0.0301063,0.139243,0.0405553
0.0373372,0.15838,0.0447495
0.0454658,0.179435,0.0505826
0.0530344,0.200174,0.0555385
0.063248,0.222732,0.0608159
0.0724717,0.248476,0.065554
0.0822986,0.275589,0.0720691
0.0951293,0.303391,0.0784443
0.109568,0.332461,0.0877297
0.135434,0.410207,0.105981
0.151163,0.443771,0.11403
0.168708,0.4799,0.123686
0.188749,0.517059,0.132442
0.20662,0.555284,0.14429
0.223688,0.595628,0.153382
0.247093,0.651863,0.167338
0.267741,0.695461,0.178382
0.287245,0.743657,0.191763
0.307656,0.792405,0.203585
0.329394,0.839374,0.216023
0.351564,0.889511,0.229775
0.374408,0.938782,0.243627
0.400105,0.99188,0.254204
0.42485,1.0442,0.268748
0.4496,1.0996,0.279123
0.475822,1.15569,0.289344
0.502827,1.2136,0.303094
0.532164,1.27344,0.315443
0.559959,1.3327,0.330881
0.590416,1.39376,0.343811
0.620317,1.45696,0.364838
0.649387,1.51839,0.379723
0.683337,1.58155,0.391226
0.712847,1.64612,0.408511
0.751569,1.71514,0.426899
0.787584,1.78291,0.438943
0.823641,1.84919,0.463295
0.86399,1.92341,0.476601
0.905329,1.99557,0.496828
0.932447,2.06741,0.512196
0.96028,2.14057,0.52781
1.00138,2.20717,0.538552
1.0273,2.27589,0.552387
1.07043,2.33589,0.568173
1.11392,2.4025,0.585082
1.185,2.46138,0.600095
1.25244,2.50504,0.612343
1.28413,2.5593,0.622967
1.3449,2.58359,0.626708
1.37159,2.61072,0.640495
1.40704,2.6311,0.671498
1.4668,2.62975,0.692605
1.51806,2.63803,0.728915
1.5532,2.62519,0.739856
1.61232,2.61077,0.771144
1.66103,2.56468,0.782863
1.69963,2.50496,0.799827
1.7385,2.44688,0.820538
1.82804,2.3699,0.847652
1.87256,2.27648,0.878665
1.90317,2.1974,0.933388
1.98417,2.10144,0.990068
2.049,2.00254,1.05672
2.09559,1.89239,1.11056
2.15975,1.76837,1.14919
2.22383,1.63519,1.18666
2.28372,1.50148,1.23627
2.35805,1.34248,1.26552
2.44081,1.17395,1.30215
2.48761,1.01461,1.35327
2.60103,0.822936,1.405
2.69223,0.599018,1.4516
2.76256,0.386615,1.51685
2.81901,0.189772,1.61421
2.92878,-0.0214612,1.70648
3.01922,-0.253878,1.79608
3.08765,-0.509262,1.86411
3.16124,-0.775217,1.91478
3.24437,-1.06222,1.96328
3.32605,-1.33371,2.05431
3.42961,-1.60025,2.15891
3.51881,-1.88444,2.25372
3.58943,-2.1794,2.36266
3.71208,-2.49961,2.47042
3.79094,-2.85606,2.54686
3.87295,-3.21828,2.64243
3.96619,-3.57634,2.76238
4.10037,-3.91682,2.9134
4.10298,-4.29156,3.04381
4.23079,-4.72486,3.13822
4.33838,-5.17363,3.2269
4.40341,-5.58554,3.37148
4.53791,-6.00666,3.55073
4.61818,-6.46041,3.72066
4.71229,-6.97408,3.85842
4.83901,-7.50191,3.99136
4.96742,-8.01275,4.19826
5.03826,-8.55078,4.39969
5.14427,-9.12823,4.60668
5.22801,-9.68999,4.82957
5.334,-10.2978,5.04325
5.44801,-10.9445,5.25201
5.58965,-11.6028,5.48311
5.692,-12.2859,5.71016
5.82614,-12.9652,5.99487
5.93134,-13.6398,6.31952
6.03054,-14.3429,6.64028
6.13847,-15.0623,6.96406
6.25914,-15.8122,7.29791
6.41046,-16.6272,7.61626
6.55964,-17.4477,7.94188
6.70633,-18.2883,8.30561
6.77424,-19.1301,8.72977
6.88993,-20.0006,9.14422
7.05157,-20.8643,9.59418
7.21832,-21.7623,10.0218
7.31386,-22.7145,10.4133
7.52938,-23.6087,10.8713
7.65439,-24.5843,11.2808
7.78931,-25.5856,11.7166
7.8687,-26.5676,12.1537
8.03,-27.52,12.6422
8.18727,-28.5237,13.1101
8.31721,-29.4793,13.6316
8.51976,-30.5311,14.0932
8.65627,-31.5709,14.581
8.81734,-32.6239,15.0915
8.9598,-33.7152,15.5886
9.13834,-34.7902,16.1385
9.23331,-35.8919,16.6049
9.36118,-37.0307,17.1989
9.48682,-38.1876,17.7465
9.71517,-39.3601,18.3331
9.89507,-40.5654,18.9317
10.0613,-41.7626,19.5432
10.2145,-42.9784,20.1935
10.4065,-44.2351,20.838
10.5924,-45.5138,21.4917
10.7695,-46.7904,22.1946
10.9294,-48.1074,22.9285
11.1071,-49.4458,23.6875
11.2719,-50.8085,24.461
11.4582,-52.2026,25.2547
11.6405,-53.6496,26.0705
11.8177,-55.1151,26.8979
12.0378,-56.5845,27.8255
12.1778,-58.0144,28.7846
12.3674,-59.5345,29.7412
12.5245,-61.0938,30.7011
12.7401,-62.6799,31.6503
12.9398,-64.2954,32.6042
13.1688,-65.8622,33.6515
13.3667,-67.484,34.7228
13.58,-69.1273,35.8235
13.7754,-70.7572,37.0179
13.9548,-72.4586,38.2276
14.1706,-74.1936,39.3754
14.3492,-75.9549,40.5254
14.6046,-77.668,41.7576
14.8064,-79.4327,43.03
15.0422,-81.2273,44.3121
15.2956,-83.0141,45.5855
15.5291,-84.8509,46.8895
15.7019,-86.6959,48.2434
15.8885,-88.5118,49.6813
16.0539,-90.36,51.1213
16.2777,-92.2509,52.6045
16.5054,-94.1472,54.1111
16.7526,-96.0924,55.6033
16.9724,-98.0894,57.069
17.2214,-100.036,58.5552
17.4697,-102.029,60.0877
17.705,-104.041,61.6819
17.917,-106.069,63.3423
18.1436,-108.101,65.0345
18.3723,-110.181,66.749
18.5756,-112.346,68.4794
18.8015,-114.448,70.2593
19.0987,-116.558,72.1869
19.359,-118.65,74.1358
19.6244,-120.787,76.1775
19.8561,-122.929,78.2508
20.0675,-125.075,80.3651
20.2023,-127.292,82.4883
20.3527,-129.506,84.6749
20.6284,-131.692,86.9412
20.9245,-133.898,89.2567
21.2852,-136.122,91.6335
21.5394,-138.351,94.0234
21.7066,-140.584,96.4337
21.8664,-142.843,98.8952
22.0928,-145.145,101.343
22.3477,-147.454,103.845
22.61,-149.762,106.411
22.8426,-152.118,108.963
23.1084,-154.428,111.65
23.3935,-156.738,114.364
23.6122,-159.019,117.16
23.8226,-161.354,120.017
24.0414,-163.672,122.91
24.2925,-165.981,125.829
24.545,-168.327,128.796
24.8329,-170.707,131.761
25.0962,-173.073,134.761
25.3316,-175.456,137.816
25.6159,-177.822,140.929
25.8616,-180.256,144.075
26.1172,-182.695,147.276
26.2725,-185.061,150.52
26.4293,-187.473,153.829
26.6573,-189.849,157.177
26.9196,-192.246,160.596
27.1899,-194.594,164.078
27.4165,-196.983,167.552
27.6439,-199.348,171.093
27.866,-201.71,174.724
28.1413,-204.074,178.408
28.3421,-206.391,182.139
28.5699,-208.683,185.977
28.8425,-211.013,189.846
29.1062,-213.289,193.751
29.3448,-215.547,197.714
29.5537,-217.873,201.709
29.7599,-220.192,205.731
30.0171,-222.499,209.799
30.296,-224.766,213.974
30.55,-227.045,218.121
30.8265,-229.304,222.301
31.0957,-231.58,226.59
31.352,-233.824,230.898
31.5844,-236.108,235.242
31.7723,-238.334,239.656
31.8953,-240.52,244.151
32.0879,-242.676,248.703
32.2223,-244.767,253.26
32.3546,-246.901,257.835
32.5805,-249.015,262.531
32.8932,-251.021,267.357
33.0882,-253.044,272.191
33.2355,-255.043,277.032
33.3776,-257.546,282.337
33.4996,-259.612,287.267
33.6493,-261.631,292.205
33.7186,-263.657,297.217
33.8007,-265.626,302.213
33.8726,-267.531,307.337
33.9639,-269.445,312.413
34.1154,-271.213,317.695
34.1966,-272.959,322.986
34.3004,-274.666,328.26
34.4283,-276.36,333.59
34.5089,-277.969,339.038
34.5292,-279.428,344.538
34.491,-280.878,350.069
34.5238,-282.269,355.703
34.4695,-283.767,361.236
34.4583,-285.207,366.835
34.5122,-286.641,372.461
34.5475,-288.085,378.167
34.6129,-289.531,383.9
34.7228,-290.887,389.685
34.8271,-292.253,395.488
34.9848,-293.65,401.292
35.0831,-294.97,407.21
35.2034,-296.238,413.069
35.224,-297.496,419.001
35.168,-298.594,424.891
35.1353,-299.695,430.947
34.9677,-300.783,437.008
34.8967,-301.837,443.097
34.8134,-302.831,449.189
34.6529,-303.83,455.312
34.56,-304.723,461.458
34.4666,-305.632,467.63
34.4356,-306.563,473.882
34.398,-307.502,480.123
34.3457,-308.389,486.385
34.2188,-309.196,492.663
34.0035,-309.994,499.085
33.8465,-310.725,505.427
33.7323,-311.439,511.76
33.6709,-312.136,518.169
33.5225,-312.766,524.586
33.2269,-313.347,531.015
32.8656,-313.806,537.556
32.6169,-314.338,544.074
32.3862,-314.82,550.68
32.2465,-315.279,557.275
32.2093,-315.752,563.751
32.0087,-316.148,570.342
31.7665,-316.546,576.859
31.8584,-316.816,583.596
31.8548,-317.005,590.033
31.3422,-317.125,596.839
31.0321,-317.304,603.496
30.7782,-317.404,610.32
30.672,-317.46,617.126
30.8823,-317.553,623.824
30.5803,-317.648,630.58
30.2093,-317.693,637.381
30.2263,-317.825,644.411
29.9737,-317.95,651.408
29.7663,-318.051,658.332
29.6054,-318.18,665.328
29.3543,-318.343,672.354
29.0224,-318.503,679.231
28.5116,-318.614,686.179
28.1582,-318.726,693.254
27.5831,-318.719,700.369
27.0893,-318.77,707.496
26.6201,-318.862,714.613
26.1404,-318.954,721.755
25.6189,-318.951,728.852
25.0862,-318.965,736.103
24.3921,-318.923,743.32
23.701,-318.868,750.392
23.2089,-318.835,757.556
22.4957,-318.764,764.931
21.8726,-318.625,772.29
21.1495,-318.565,779.553
20.4275,-319.356,789.227
19.7096,-319.162,796.621
18.9979,-319.008,803.95
18.1973,-318.79,811.405
17.4858,-318.624,818.915
16.777,-318.428,826.399
16.0313,-318.304,833.828
15.2376,-318.123,841.245
14.5154,-317.927,848.741
13.8022,-317.717,856.278
13.1172,-317.482,863.951
12.2094,-317.186,871.531
11.541,-316.807,879.329
10.7684,-316.387,887.078
10.1727,-316.024,894.82
9.44707,-315.682,902.545
8.81942,-315.321,910.347
8.06793,-315.023,918.12
7.26859,-314.648,925.919
6.47284,-314.234,933.765
5.40008,-313.793,941.507
4.52236,-313.424,949.348
4.12958,-313.007,957.401
3.14165,-312.554,965.527
2.05521,-312.075,973.529
1.2181,-311.68,981.444
0.455219,-311.134,989.265
-0.570114,-310.544,997.443
-1.33709,-310.11,1005.54
-2.20731,-309.559,1013.41
-3.15347,-308.994,1021.34
-4.08688,-308.477,1029.39
-4.98953,-307.819,1037.44
-5.88973,-307.12,1045.6
-6.83468,-306.296,1053.8
-7.78803,-305.441,1061.78
-8.5296,-304.636,1069.91
-9.54883,-303.8,1078.04
-10.8042,-302.857,1086.32
-11.7064,-301.931,1094.47
-12.672,-300.991,1102.71
-13.65,-299.97,1110.96
-14.7032,-299.07,1119.18
-15.6472,-298.109,1127.38
-16.5502,-297.103,1135.76
-17.5875,-296.159,1144.01
-18.4646,-295.076,1152.45
-19.5553,-294.084,1160.81
-20.3138,-293.105,1169.34
-21.1369,-292.046,1177.88
