-0.143138,0.00425194,-0.0330824,-0.989141
-0.143119,0.00559437,-0.0327336,-0.989148
-0.143198,0.00671387,-0.0323306,-0.989143
-0.143194,0.00839632,-0.0321715,-0.989136
-0.143275,0.00969663,-0.0319492,-0.98912
-0.143293,0.011158,-0.0318381,-0.989105
-0.143461,0.0120034,-0.0314832,-0.989082
-0.143658,0.013139,-0.0309022,-0.989058
-0.143704,0.014387,-0.0305591,-0.989044
-0.143632,0.0158489,-0.0304422,-0.989036
-0.143566,0.0174341,-0.0302406,-0.989025
-0.1436,0.0185422,-0.0300418,-0.989006
-0.143576,0.0198575,-0.0298197,-0.988991
-0.143628,0.0208036,-0.029228,-0.988981
-0.143697,0.0220365,-0.0283736,-0.988969
-0.143647,0.02328,-0.0280049,-0.988959
-0.143752,0.0242549,-0.027562,-0.988932
-0.144196,0.0257211,-0.0266542,-0.988856
-0.144842,0.0268411,-0.0255838,-0.98876
-0.145386,0.0285284,-0.0247377,-0.988654
-0.145879,0.0305351,-0.0240985,-0.988537
-0.146712,0.0322245,-0.0231793,-0.988382
-0.14743,0.034482,-0.0222182,-0.988221
-0.148021,0.0353934,-0.0217747,-0.988111
-0.149003,0.0353522,-0.0211745,-0.987978
-0.150654,0.0348766,-0.0200051,-0.987769
-0.152198,0.0337403,-0.0195123,-0.987581
-0.153102,0.0334654,-0.020184,-0.987437
-0.153952,0.0345474,-0.020566,-0.98726
-0.155463,0.0349989,-0.0200593,-0.987018
-0.156737,0.0363553,-0.0195965,-0.986776
-0.157361,0.0380101,-0.0195652,-0.986615
-0.157597,0.0395189,-0.0196763,-0.986516
-0.157386,0.0430306,-0.0194068,-0.986408
-0.157204,0.0462095,-0.0184992,-0.986311
-0.156874,0.0489337,-0.0172859,-0.986254
-0.156271,0.0516413,-0.0166309,-0.986223
-0.155426,0.0532146,-0.016795,-0.98627
-0.154531,0.0545231,-0.0169082,-0.986337
-0.153531,0.0558904,-0.0163028,-0.986427
-0.152605,0.0563639,-0.0151105,-0.986563
-0.151337,0.0564963,-0.0145431,-0.986759
-0.149561,0.0562998,-0.0150375,-0.987034
-0.147966,0.0556984,-0.0156376,-0.987299
-0.145907,0.0564479,-0.0170966,-0.987539
-0.143453,0.0587145,-0.016343,-0.987779
-0.142111,0.0595269,-0.0144112,-0.987954
-0.14125,0.0581179,-0.0145998,-0.988159
-0.139666,0.0585663,-0.0190747,-0.988281
-0.139421,0.0581658,-0.0199846,-0.988321
-0.140221,0.058886,-0.0172221,-0.988218
-0.140066,0.06292,-0.0155936,-0.988018
-0.139927,0.0654159,-0.015019,-0.987884
-0.141029,0.0652463,-0.0139306,-0.987755
-0.142609,0.0646276,-0.0121442,-0.987592
-0.14497,0.0641842,-0.00909617,-0.98731
-0.148238,0.063485,-0.00744488,-0.986884
-0.150937,0.0659206,-0.00877,-0.986304
-0.160965,0.0587299,0.00343843,-0.985205
-0.162417,0.0616291,0.00628969,-0.984776
-0.162429,0.0667973,0.00694152,-0.984432
-0.16173,0.0700326,0.00607397,-0.984328
-0.160518,0.072814,0.00594779,-0.984326
-0.158774,0.0762971,0.00757352,-0.984333
-0.157214,0.0794141,0.00999578,-0.984316
-0.155709,0.0803056,0.0115795,-0.984465
-0.153018,0.0794735,0.00871167,-0.984984
-0.148689,0.0856646,0.00294427,-0.985162
-0.147065,0.089002,0.00199836,-0.985112
-0.145786,0.0860543,0.00330657,-0.985561
-0.145132,0.084117,0.00261295,-0.985827
-0.147492,0.0832962,0.00233942,-0.985547
-0.152237,0.0825471,0.0040851,-0.984882
-0.159461,0.0828876,0.00845083,-0.983682
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.168541,0.0817913,0.0142292,-0.982192
-0.180845,0.0843083,0.0173449,-0.979738
-0.186535,0.0834198,0.0171764,-0.97875
-0.192247,0.0836028,0.0210612,-0.977552
-0.19929,0.0864617,0.0316891,-0.975604
-0.204274,0.0944614,0.0401494,-0.973518
-0.205601,0.0987926,0.0413256,-0.972759
-0.205655,0.100697,0.0399059,-0.972612
-0.205819,0.102251,0.0396868,-0.972424
-0.206864,0.104501,0.0411709,-0.971901
-0.208212,0.105949,0.041917,-0.971425
-0.209108,0.106999,0.0424604,-0.971093
-0.208927,0.106476,0.0415836,-0.971228
-0.207772,0.106138,0.0396602,-0.971593
-0.206321,0.107003,0.0379479,-0.971875
-0.204947,0.109806,0.0372155,-0.971882
-0.204304,0.110407,0.0372227,-0.971949
-0.203638,0.115548,0.0400058,-0.97138
-0.198784,0.118316,0.0402277,-0.972043
-0.195885,0.12302,0.0384911,-0.972118
-0.19493,0.124519,0.0380875,-0.972135
-0.196237,0.121814,0.0392636,-0.972168
-0.196769,0.120287,0.0377091,-0.972312
-0.19773,0.118684,0.0374457,-0.972324
-0.200593,0.118592,0.0406842,-0.971619
-0.201509,0.120026,0.0405313,-0.97126
-0.201907,0.126267,0.0390974,-0.970444
-0.205992,0.127449,0.040352,-0.969379
-0.20704,0.127458,0.0377881,-0.969258
-0.208246,0.127812,0.036467,-0.969004
-0.211905,0.126769,0.0390998,-0.968244
-0.214583,0.12858,0.0419968,-0.967294
-0.215013,0.128756,0.0432923,-0.967118
-0.212505,0.13063,0.0416996,-0.967491
-0.211531,0.132949,0.0426258,-0.967348
-0.207754,0.13504,0.0392393,-0.96802
-0.204902,0.137481,0.0360558,-0.968408
-0.203098,0.138589,0.0340905,-0.968701
-0.197748,0.146797,0.0285337,-0.968779
-0.196412,0.15576,0.0285932,-0.967648
-0.199161,0.159343,0.0334272,-0.966347
-0.200323,0.162479,0.0337141,-0.965575
-0.200333,0.1657,0.0309393,-0.965118
-0.202389,0.167742,0.0313791,-0.964322
-0.20722,0.169808,0.036284,-0.962761
-0.215269,0.166899,0.0394527,-0.961378
-0.220361,0.16106,0.042852,-0.961075
-0.226999,0.158961,0.0464726,-0.95971
-0.232006,0.15848,0.0487575,-0.958478
-0.235767,0.156267,0.0462355,-0.958049
-0.240208,0.16189,0.0459473,-0.956023
-0.247426,0.162704,0.0515869,-0.953754
-0.255305,0.159765,0.0592021,-0.95173
-0.26324,0.158204,0.0664933,-0.949344
-0.267606,0.159587,0.0672639,-0.947837
-0.269538,0.163229,0.0666391,-0.946713
-0.271191,0.167742,0.0656606,-0.945519
-0.271968,0.174687,0.0641999,-0.944138
-0.272273,0.179427,0.0636724,-0.943196
-0.2719,0.180242,0.0641535,-0.943116
-0.268008,0.179898,0.0618522,-0.944448
-0.264126,0.178077,0.0602419,-0.94599
-0.261919,0.178273,0.059931,-0.946586
-0.261966,0.181178,0.0563249,-0.946243
-0.267654,0.181845,0.057118,-0.944474
-0.27344,0.18046,0.0589675,-0.942967
-0.280883,0.177925,0.0625254,-0.94103
-0.28952,0.179626,0.0650746,-0.937911
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.302434,0.179847,0.0717717,-0.933294
-0.310062,0.184042,0.075846,-0.929644
-0.313068,0.188291,0.0750873,-0.927845
-0.315922,0.192541,0.075939,-0.925934
-0.316304,0.197083,0.0756112,-0.924875
-0.314515,0.19976,0.072868,-0.925131
-0.314726,0.197861,0.0732859,-0.925434
-0.313364,0.202482,0.0729188,-0.924925
-0.313219,0.208499,0.0752387,-0.923451
-0.313366,0.210707,0.0775075,-0.922712
-0.313294,0.210682,0.0784235,-0.922665
-0.31262,0.2095,0.0778125,-0.923214
-0.311592,0.2079,0.0765329,-0.92403
-0.310206,0.20769,0.0750107,-0.924668
-0.309481,0.208444,0.0745931,-0.924775
-0.309846,0.209626,0.0753718,-0.924322
-0.311023,0.211618,0.0767385,-0.92336
-0.312265,0.212724,0.0776066,-0.922614
-0.313027,0.212707,0.0777902,-0.922344
-0.313722,0.211475,0.077435,-0.922421
-0.315407,0.209067,0.0778512,-0.92236
-0.317582,0.20692,0.0778525,-0.922098
-0.318874,0.205797,0.0762378,-0.922038
-0.319549,0.20493,0.0745508,-0.922136
-0.320982,0.20365,0.0746154,-0.921916
-0.322662,0.20239,0.0755342,-0.921533
-0.323598,0.202039,0.0759853,-0.921244
-0.32362,0.204479,0.0750877,-0.920771
-0.324381,0.207906,0.0754662,-0.919705
-0.325684,0.210815,0.077125,-0.918443
-0.32607,0.214088,0.077392,-0.917527
-0.325623,0.216577,0.0765858,-0.917169
-0.324908,0.217474,0.0759104,-0.917266
-0.324163,0.21697,0.075577,-0.917677
-0.323215,0.216189,0.07489,-0.918252
-0.322159,0.216213,0.0735066,-0.918729
-0.320811,0.216778,0.0713697,-0.919235
-0.319191,0.216805,0.0690641,-0.919969
-0.31721,0.215737,0.0665468,-0.92109
-0.314873,0.214414,0.063486,-0.922416
-0.312072,0.214923,0.0589832,-0.923548
-0.309116,0.219438,0.0533296,-0.923824
-0.308847,0.222012,0.0519773,-0.923376
-0.310328,0.225661,0.0538684,-0.921885
-0.311131,0.227788,0.0560068,-0.920963
